Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T000985,FT-C00767,1/8/2026,9:08:00 AM,Card Purchase,1511,Mobile App,Android,Abuja,Yes,Successful,No
FT-T000986,FT-C01294,1/8/2026,9:18:00 AM,Card Purchase,4845,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T000987,FT-C00819,1/8/2026,9:29:00 AM,Cash Withdrawal,1119,Web,POS Terminal,Kano,No,Successful,No
FT-T000988,FT-C00078,1/8/2026,9:40:00 AM,Card Purchase,170775,POS,Android,Port Harcourt,No,Successful,No
FT-T000989,FT-C00010,1/8/2026,9:51:00 AM,Card Purchase,13945,ATM,iOS,Lagos,No,Successful,No
FT-T000990,FT-C01492,1/8/2026,10:02:00 AM,Transfer,368732,Mobile App,Android,Lagos,No,Successful,No
FT-T000991,FT-C01360,1/8/2026,10:12:00 AM,Transfer,121446,Web,Android,Lagos,No,Successful,No
FT-T000992,FT-C00636,1/8/2026,10:23:00 AM,Cash Withdrawal,2099,USSD,Android,Benin City,No,Successful,No
FT-T000993,FT-C01210,1/8/2026,10:34:00 AM,Transfer,2073,Mobile App,Android,Ibadan,No,Successful,No
FT-T000994,FT-C01145,1/8/2026,10:45:00 AM,Transfer,632,Web,POS Terminal,Benin City,No,Successful,No
FT-T000995,FT-C00592,1/8/2026,10:56:00 AM,Card Purchase,62161,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T000996,FT-C00718,1/8/2026,11:06:00 AM,Transfer,28326,Web,ATM Terminal,Lagos,No,Successful,Yes
FT-T000997,FT-C00565,1/8/2026,11:17:00 AM,Transfer,2159,Mobile App,Android,Kano,No,Successful,No
FT-T000998,FT-C01298,1/8/2026,11:28:00 AM,Transfer,367143,Mobile App,iOS,Lagos,No,Successful,No
FT-T000999,FT-C00410,1/8/2026,11:39:00 AM,Transfer,75072,ATM,ATM Terminal,Ibadan,No,Successful,No
FT-T001000,FT-C00358,1/8/2026,11:50:00 AM,Deposit,101688,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T001001,FT-C00098,1/8/2026,12:00:00 PM,Transfer,3074,POS,iOS,Benin City,No,Successful,No
FT-T001002,FT-C01007,1/8/2026,12:11:00 PM,Bill Payment,2631,Mobile App,Android,Ibadan,No,Successful,No
FT-T001003,FT-C00241,1/8/2026,12:22:00 PM,Card Purchase,21521,Web,ATM Terminal,Ibadan,No,Successful,Yes
FT-T001004,FT-C00557,1/8/2026,12:33:00 PM,Bill Payment,11608,Mobile App,POS Terminal,Kano,No,Successful,Yes
FT-T001005,FT-C00711,1/8/2026,12:44:00 PM,Transfer,40851,Web,Android,Ibadan,No,Successful,Yes
FT-T001006,FT-C01138,1/8/2026,12:54:00 PM,Airtime/Data,23546,POS,iOS,Abuja,No,Successful,No
FT-T001007,FT-C01265,1/8/2026,1:05:00 PM,Bill Payment,1170,Mobile App,iOS,Enugu,No,Successful,No
FT-T001008,FT-C00156,1/8/2026,1:16:00 PM,Transfer,1103,POS,Web Browser,Port Harcourt,No,Successful,No
FT-T001009,FT-C00352,1/8/2026,1:27:00 PM,Transfer,23283,Web,POS Terminal,Ibadan,No,Successful,No
FT-T001010,FT-C00044,1/8/2026,1:38:00 PM,Cash Withdrawal,15825,ATM,iOS,Abuja,No,Successful,No
FT-T001011,FT-C00592,1/8/2026,1:48:00 PM,Airtime/Data,1223,Mobile App,iOS,Kaduna,No,Successful,Yes
FT-T001012,FT-C01336,1/8/2026,1:59:00 PM,Card Purchase,97848,POS,Android,Abuja,No,Successful,No
FT-T001013,FT-C00138,1/8/2026,2:10:00 PM,Card Purchase,10675,Mobile App,Android,Lagos,No,Successful,No
FT-T001014,FT-C00436,1/8/2026,2:21:00 PM,Transfer,23701,USSD,Android,Kano,No,Successful,No
FT-T001015,FT-C00754,1/8/2026,2:32:00 PM,Card Purchase,3127,POS,ATM Terminal,Lagos,No,Successful,No
FT-T001016,FT-C00143,1/8/2026,2:42:00 PM,Transfer,5193,Web,iOS,Kano,No,Failed,No
FT-T001017,FT-C01024,1/8/2026,2:53:00 PM,Card Purchase,166278,POS,Android,Enugu,No,Reversed,No
FT-T001018,FT-C01323,1/8/2026,3:04:00 PM,Transfer,34648,Mobile App,iOS,Lagos,No,Successful,No
FT-T001019,FT-C00262,1/8/2026,3:15:00 PM,Transfer,136950,USSD,Android,Lagos,No,Successful,Yes
FT-T001020,FT-C00512,1/8/2026,3:26:00 PM,Bill Payment,5353,ATM,POS Terminal,Abuja,No,Successful,No
FT-T001021,FT-C00673,1/8/2026,3:36:00 PM,Bill Payment,1382,Mobile App,iOS,Kaduna,No,Successful,No
FT-T001022,FT-C00062,1/8/2026,3:47:00 PM,Card Purchase,2397,Web,Android,Port Harcourt,No,Successful,No
FT-T001023,FT-C01447,1/8/2026,3:58:00 PM,Deposit,9655,ATM,iOS,Abuja,No,Successful,No
FT-T001024,FT-C01420,1/8/2026,4:09:00 PM,Transfer,23327,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T001025,FT-C00031,1/8/2026,4:20:00 PM,Card Purchase,807,Mobile App,iOS,Lagos,No,Successful,No
FT-T001026,FT-C01354,1/8/2026,4:30:00 PM,Bill Payment,3886,Mobile App,ATM Terminal,Kaduna,Yes,Successful,Yes
FT-T001027,FT-C00949,1/8/2026,4:41:00 PM,Bill Payment,852,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001028,FT-C00802,1/8/2026,4:52:00 PM,Deposit,25863,POS,iOS,Lagos,No,Successful,No
FT-T001029,FT-C01193,1/8/2026,5:03:00 PM,Transfer,314696,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T001030,FT-C00266,1/8/2026,5:14:00 PM,Transfer,5015,USSD,Android,Kaduna,No,Successful,No
FT-T001031,FT-C00308,1/8/2026,5:24:00 PM,Cash Withdrawal,1316,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001032,FT-C00459,1/8/2026,5:35:00 PM,Card Purchase,14735,Mobile App,iOS,Abuja,No,Successful,No
FT-T001033,FT-C01209,1/8/2026,5:46:00 PM,Transfer,37507,Mobile App,iOS,Kaduna,Yes,Successful,No
FT-T001034,FT-C00334,1/8/2026,5:57:00 PM,Cash Withdrawal,14125,POS,Web Browser,Ibadan,No,Successful,No
FT-T001035,FT-C00515,1/8/2026,6:08:00 PM,Card Purchase,3799,Mobile App,Android,Benin City,No,Successful,No
FT-T001036,FT-C00441,1/8/2026,6:18:00 PM,Card Purchase,90590,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T001037,FT-C00673,1/8/2026,6:29:00 PM,Transfer,296034,POS,iOS,Ibadan,No,Successful,No
FT-T001038,FT-C00391,1/8/2026,6:40:00 PM,Transfer,48714,POS,Android,Abuja,Yes,Successful,No
FT-T001039,FT-C00935,1/8/2026,6:51:00 PM,Transfer,15126,POS,Android,Ibadan,No,Successful,No
FT-T001040,FT-C00560,1/8/2026,7:02:00 PM,Card Purchase,462,POS,POS Terminal,Enugu,No,Successful,No
FT-T001041,FT-C00254,1/8/2026,7:12:00 PM,Transfer,3875,POS,iOS,Kaduna,No,Successful,No
FT-T001042,FT-C01359,1/8/2026,7:23:00 PM,Deposit,6473,POS,Android,Abuja,No,Successful,No
FT-T001043,FT-C01424,1/8/2026,7:34:00 PM,Transfer,743,ATM,Android,Ibadan,No,Successful,Yes
FT-T001044,FT-C01190,1/8/2026,7:45:00 PM,Deposit,250871,Web,Android,Ibadan,No,Successful,Yes
FT-T001045,FT-C01284,1/8/2026,7:56:00 PM,Card Purchase,76897,Mobile App,iOS,Kaduna,No,Successful,No
FT-T001046,FT-C01028,1/8/2026,8:06:00 PM,Transfer,247933,ATM,ATM Terminal,Enugu,No,Successful,No
FT-T001047,FT-C00119,1/8/2026,8:17:00 PM,Card Purchase,34513,Mobile App,Android,Enugu,No,Successful,No
FT-T001048,FT-C00996,1/8/2026,8:28:00 PM,Card Purchase,28251,POS,Android,Enugu,No,Successful,No
FT-T001049,FT-C00470,1/8/2026,8:39:00 PM,Card Purchase,6377,Web,ATM Terminal,Lagos,Yes,Successful,No
FT-T001050,FT-C01494,1/8/2026,8:50:00 PM,Card Purchase,72294,USSD,Web Browser,Port Harcourt,No,Successful,No
FT-T001051,FT-C00785,1/8/2026,9:00:00 PM,Cash Withdrawal,16721,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T001052,FT-C01094,1/8/2026,9:11:00 PM,Card Purchase,363,ATM,Android,Kaduna,No,Successful,No
FT-T001053,FT-C00694,1/8/2026,9:22:00 PM,Bill Payment,11088,Web,Android,Port Harcourt,No,Successful,No
FT-T001054,FT-C00865,1/8/2026,9:33:00 PM,Cash Withdrawal,8636,USSD,Android,Abuja,No,Successful,No
FT-T001055,FT-C00776,1/8/2026,9:44:00 PM,Transfer,17338,Mobile App,POS Terminal,Lagos,No,Successful,Yes
FT-T001056,FT-C01394,1/8/2026,9:54:00 PM,Deposit,17941,Mobile App,iOS,Ibadan,No,Successful,No
FT-T001057,FT-C00181,1/8/2026,10:05:00 PM,Deposit,25908,Web,iOS,Abuja,No,Successful,No
FT-T001058,FT-C01029,1/8/2026,10:16:00 PM,Airtime/Data,196,Web,ATM Terminal,Port Harcourt,No,Failed,Yes
FT-T001059,FT-C01221,1/8/2026,10:27:00 PM,Transfer,552,Mobile App,iOS,Ibadan,No,Successful,Yes
FT-T001060,FT-C00047,1/8/2026,10:38:00 PM,Deposit,9287,USSD,iOS,Lagos,No,Successful,No
FT-T001061,FT-C00634,1/8/2026,10:48:00 PM,Deposit,5299,Mobile App,Android,Abuja,No,Successful,No
FT-T001062,FT-C01164,1/8/2026,10:59:00 PM,Cash Withdrawal,3978,Web,iOS,Benin City,No,Reversed,No
FT-T001063,FT-C01451,1/8/2026,11:10:00 PM,Card Purchase,120369,Mobile App,Web Browser,Kano,No,Successful,No
FT-T001064,FT-C00589,1/8/2026,11:21:00 PM,Airtime/Data,16234,Mobile App,POS Terminal,Lagos,No,Successful,No
FT-T001065,FT-C00310,1/8/2026,11:32:00 PM,Airtime/Data,109,USSD,iOS,Enugu,Yes,Successful,No
FT-T001066,FT-C00274,1/8/2026,11:42:00 PM,Cash Withdrawal,1049,Web,Android,Benin City,No,Successful,No
FT-T001067,FT-C00840,1/8/2026,11:53:00 PM,Card Purchase,43198,POS,iOS,Abuja,No,Pending,No
FT-T001068,FT-C01414,1/9/2026,12:04:00 AM,Deposit,633906,POS,POS Terminal,Ibadan,No,Successful,No
FT-T001069,FT-C00459,1/9/2026,12:15:00 AM,Transfer,11839,POS,Android,Abuja,No,Successful,No
FT-T001070,FT-C00733,1/9/2026,12:26:00 AM,Transfer,9518,Web,Unspecified,Lagos,No,Successful,Yes
FT-T001071,FT-C00361,1/9/2026,12:36:00 AM,Airtime/Data,555,POS,Android,Port Harcourt,No,Successful,No
FT-T001072,FT-C01018,1/9/2026,12:47:00 AM,Deposit,78820,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T001073,FT-C01093,1/9/2026,12:58:00 AM,Airtime/Data,1875,Mobile App,Android,Benin City,No,Successful,No
FT-T001074,FT-C00662,1/9/2026,1:09:00 AM,Cash Withdrawal,2522,Mobile App,Android,Benin City,No,Successful,Yes
FT-T001075,FT-C00699,1/9/2026,1:20:00 AM,Card Purchase,6523,Web,POS Terminal,Port Harcourt,No,Successful,Yes
FT-T001076,FT-C01455,1/9/2026,1:30:00 AM,Airtime/Data,1037,USSD,Web Browser,Lagos,No,Pending,No
FT-T001077,FT-C00885,1/9/2026,1:41:00 AM,Card Purchase,88948,Web,Android,Ibadan,No,Successful,Yes
FT-T001078,FT-C00758,1/9/2026,1:52:00 AM,Bill Payment,29814,POS,Android,Port Harcourt,No,Successful,Yes
FT-T001079,FT-C01056,1/9/2026,2:03:00 AM,Cash Withdrawal,48034,Mobile App,iOS,Kano,No,Successful,No
FT-T001080,FT-C00621,1/9/2026,2:14:00 AM,Transfer,4629,USSD,Android,Kaduna,No,Successful,Yes
FT-T001081,FT-C00182,1/9/2026,2:24:00 AM,Transfer,1292,Mobile App,Web Browser,Kano,No,Successful,No
FT-T001082,FT-C00686,1/9/2026,2:35:00 AM,Card Purchase,75741,USSD,iOS,Kano,No,Successful,No
FT-T001083,FT-C00681,1/9/2026,2:46:00 AM,Card Purchase,2687,POS,iOS,Abuja,No,Successful,No
FT-T001084,FT-C00248,1/9/2026,2:57:00 AM,Transfer,28230,Mobile App,iOS,Ibadan,No,Reversed,No
FT-T001085,FT-C00620,1/9/2026,3:08:00 AM,Card Purchase,13138,ATM,Android,Ibadan,No,Successful,No
FT-T001086,FT-C01321,1/9/2026,3:18:00 AM,Cash Withdrawal,168041,POS,Android,Kaduna,No,Reversed,Yes
FT-T001087,FT-C00030,1/9/2026,3:29:00 AM,Bill Payment,1242,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001088,FT-C01326,1/9/2026,3:40:00 AM,Transfer,95191,Mobile App,iOS,Lagos,No,Successful,Yes
FT-T001089,FT-C01500,1/9/2026,3:51:00 AM,Cash Withdrawal,12861,POS,iOS,Enugu,Yes,Successful,Yes
FT-T001090,FT-C00873,1/9/2026,4:02:00 AM,Transfer,1641,Web,Web Browser,Kano,No,Successful,Yes
FT-T001091,FT-C00948,1/9/2026,4:12:00 AM,Transfer,147112,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T001092,FT-C01376,1/9/2026,4:23:00 AM,Transfer,132391,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T001093,FT-C00985,1/9/2026,4:34:00 AM,Cash Withdrawal,1248,ATM,Android,Unspecified,No,Successful,No
FT-T001094,FT-C00317,1/9/2026,4:45:00 AM,Transfer,62349,Mobile App,Android,Lagos,No,Successful,Yes
FT-T001095,FT-C00737,1/9/2026,4:56:00 AM,Transfer,1421,POS,POS Terminal,Lagos,No,Successful,No
FT-T001096,FT-C01421,1/9/2026,5:06:00 AM,Transfer,31778,POS,iOS,Kano,No,Successful,No
FT-T001097,FT-C01113,1/9/2026,5:17:00 AM,Airtime/Data,5465,Mobile App,ATM Terminal,Lagos,No,Reversed,No
FT-T001098,FT-C01258,1/9/2026,5:28:00 AM,Airtime/Data,6244,Web,Android,Abuja,No,Successful,Yes
FT-T001099,FT-C00168,1/9/2026,5:39:00 AM,Transfer,1132,ATM,Android,Unspecified,No,Successful,No
FT-T001100,FT-C00743,1/9/2026,5:50:00 AM,Card Purchase,13783,USSD,Android,Benin City,No,Successful,No
FT-T001101,FT-C00126,1/9/2026,6:00:00 AM,Airtime/Data,186,Web,POS Terminal,Kaduna,No,Successful,No
FT-T001102,FT-C00573,1/9/2026,6:11:00 AM,Transfer,79711,USSD,Android,Benin City,No,Successful,No
FT-T001103,FT-C00120,1/9/2026,6:22:00 AM,Transfer,771,Mobile App,Android,Enugu,No,Successful,No
FT-T001104,FT-C01452,1/9/2026,6:33:00 AM,Transfer,86642,Web,iOS,Abuja,No,Successful,No
FT-T001105,FT-C01009,1/9/2026,6:44:00 AM,Airtime/Data,24239,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T001106,FT-C01214,1/9/2026,6:54:00 AM,Bill Payment,2432,Web,ATM Terminal,Kano,No,Successful,No
FT-T001107,FT-C01452,1/9/2026,7:05:00 AM,Transfer,99594,Web,Android,Port Harcourt,Yes,Successful,No
FT-T001108,FT-C00560,1/9/2026,7:16:00 AM,Transfer,8559,POS,POS Terminal,Unspecified,No,Successful,No
FT-T001109,FT-C01226,1/9/2026,7:27:00 AM,Airtime/Data,14223,USSD,Android,Benin City,No,Successful,No
FT-T001110,FT-C01083,1/9/2026,7:38:00 AM,Card Purchase,24190,USSD,Android,Port Harcourt,No,Successful,No
FT-T001111,FT-C00697,1/9/2026,7:48:00 AM,Cash Withdrawal,4936,Mobile App,Android,Ibadan,No,Successful,No
FT-T001112,FT-C00223,1/9/2026,7:59:00 AM,Transfer,1868,Mobile App,Web Browser,Ibadan,No,Successful,No
FT-T001113,FT-C01035,1/9/2026,8:10:00 AM,Bill Payment,63653,Mobile App,Android,Kaduna,No,Successful,No
FT-T001114,FT-C00793,1/9/2026,8:21:00 AM,Transfer,150494,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T001115,FT-C00814,1/9/2026,8:32:00 AM,Bill Payment,16498,Mobile App,POS Terminal,Ibadan,No,Reversed,No
FT-T001116,FT-C00310,1/9/2026,8:43:00 AM,Transfer,5384,Web,Android,Abuja,No,Successful,No
FT-T001117,FT-C01012,1/9/2026,8:53:00 AM,Transfer,16106,POS,POS Terminal,Enugu,No,Successful,No
FT-T001118,FT-C00749,1/9/2026,9:04:00 AM,Card Purchase,10640,ATM,POS Terminal,Kano,No,Successful,No
FT-T001119,FT-C01058,1/9/2026,9:15:00 AM,Deposit,1757,POS,iOS,Benin City,No,Successful,No
FT-T001120,FT-C01019,1/9/2026,9:26:00 AM,Card Purchase,150707,USSD,iOS,Kano,No,Successful,No
FT-T001121,FT-C01364,1/9/2026,9:37:00 AM,Transfer,934,Mobile App,ATM Terminal,Kaduna,No,Successful,No
FT-T001122,FT-C00481,1/9/2026,9:47:00 AM,Cash Withdrawal,53772,POS,iOS,Benin City,No,Successful,No
FT-T001123,FT-C00574,1/9/2026,9:58:00 AM,Bill Payment,6806,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T001124,FT-C00825,1/9/2026,10:09:00 AM,Bill Payment,28020,Web,Android,Kano,No,Successful,Yes
FT-T001125,FT-C01117,1/9/2026,10:20:00 AM,Card Purchase,1592,Mobile App,Android,Lagos,No,Failed,No
FT-T001126,FT-C00628,1/9/2026,10:31:00 AM,Transfer,7349,Mobile App,Android,Kaduna,No,Successful,No
FT-T001127,FT-C01157,1/9/2026,10:41:00 AM,Cash Withdrawal,18202,Web,Android,Abuja,No,Successful,Yes
FT-T001128,FT-C00844,1/9/2026,10:52:00 AM,Card Purchase,649,Web,Android,Benin City,No,Successful,No
FT-T001129,FT-C00989,1/9/2026,11:03:00 AM,Airtime/Data,19911,POS,Web Browser,Kano,No,Successful,No
FT-T001130,FT-C00419,1/9/2026,11:14:00 AM,Card Purchase,170515,POS,Android,Kano,No,Successful,No
FT-T001131,FT-C01492,1/9/2026,11:25:00 AM,Card Purchase,4338,ATM,Android,Kano,No,Successful,No
FT-T001132,FT-C01468,1/9/2026,11:35:00 AM,Card Purchase,3342,ATM,Android,Enugu,No,Successful,No
FT-T001133,FT-C00030,1/9/2026,11:46:00 AM,Card Purchase,13414,Mobile App,Android,Kano,No,Successful,No
FT-T001134,FT-C00298,1/9/2026,11:57:00 AM,Card Purchase,24567,Web,Android,Ibadan,No,Reversed,No
FT-T001135,FT-C01085,1/9/2026,12:08:00 PM,Card Purchase,77653,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T001136,FT-C00458,1/9/2026,12:19:00 PM,Deposit,11506,Mobile App,iOS,Ibadan,No,Pending,No
FT-T001137,FT-C00304,1/9/2026,12:29:00 PM,Card Purchase,39988,Mobile App,iOS,Abuja,No,Successful,No
FT-T001138,FT-C00958,1/9/2026,12:40:00 PM,Transfer,2560,ATM,iOS,Abuja,No,Successful,No
FT-T001139,FT-C00340,1/9/2026,12:51:00 PM,Transfer,51189,ATM,Android,Kaduna,No,Successful,No
FT-T001140,FT-C00448,1/9/2026,1:02:00 PM,Bill Payment,5929,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T001141,FT-C01326,1/9/2026,1:13:00 PM,Transfer,45054,Mobile App,ATM Terminal,Kano,No,Failed,No
FT-T001142,FT-C00881,1/9/2026,1:23:00 PM,Card Purchase,3406,POS,Android,Kano,No,Successful,No
FT-T001143,FT-C00540,1/9/2026,1:34:00 PM,Cash Withdrawal,5079,POS,Android,Lagos,No,Successful,No
FT-T001144,FT-C00485,1/9/2026,1:45:00 PM,Card Purchase,6719,Web,iOS,Benin City,No,Successful,No
FT-T001145,FT-C00077,1/9/2026,1:56:00 PM,Bill Payment,57363,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T001146,FT-C00515,1/9/2026,2:07:00 PM,Bill Payment,17858,Mobile App,Android,Benin City,No,Failed,No
FT-T001147,FT-C00944,1/9/2026,2:17:00 PM,Airtime/Data,4476,Mobile App,Android,Ibadan,No,Successful,No
FT-T001148,FT-C00659,1/9/2026,2:28:00 PM,Card Purchase,29993,POS,iOS,Kano,No,Successful,No
FT-T001149,FT-C00092,1/9/2026,2:39:00 PM,Card Purchase,31820,ATM,POS Terminal,Benin City,No,Successful,No
FT-T001150,FT-C00466,1/9/2026,2:50:00 PM,Transfer,3713,ATM,Android,Benin City,Yes,Failed,No
FT-T001151,FT-C00466,1/9/2026,3:01:00 PM,Card Purchase,1330,Web,iOS,Kaduna,No,Successful,No
FT-T001152,FT-C01064,1/9/2026,3:11:00 PM,Transfer,15961,POS,iOS,Lagos,No,Failed,No
FT-T001153,FT-C00690,1/9/2026,3:22:00 PM,Bill Payment,1094,Web,iOS,Lagos,No,Successful,No
FT-T001154,FT-C01353,1/9/2026,3:33:00 PM,Card Purchase,6252,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T001155,FT-C01309,1/9/2026,3:44:00 PM,Card Purchase,25264,Mobile App,iOS,Lagos,No,Successful,No
FT-T001156,FT-C00947,1/9/2026,3:55:00 PM,Transfer,526,POS,Web Browser,Kaduna,No,Successful,Yes
FT-T001157,FT-C00554,1/9/2026,4:05:00 PM,Cash Withdrawal,1847,ATM,POS Terminal,Ibadan,No,Successful,No
FT-T001158,FT-C01090,1/9/2026,4:16:00 PM,Card Purchase,141296,Mobile App,Android,Benin City,No,Successful,No
FT-T001159,FT-C00109,1/9/2026,4:27:00 PM,Card Purchase,113523,POS,Android,Enugu,No,Successful,No
FT-T001160,FT-C01439,1/9/2026,4:38:00 PM,Airtime/Data,1343,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T001161,FT-C00092,1/9/2026,4:49:00 PM,Bill Payment,11393,ATM,Web Browser,Kano,No,Successful,No
FT-T001162,FT-C01003,1/9/2026,4:59:00 PM,Transfer,1438,USSD,Android,Kano,No,Successful,No
FT-T001163,FT-C00368,1/9/2026,5:10:00 PM,Card Purchase,2493,Mobile App,Android,Port Harcourt,Yes,Successful,Yes
FT-T001164,FT-C00820,1/9/2026,5:21:00 PM,Card Purchase,47864,Mobile App,POS Terminal,Ibadan,No,Successful,No
FT-T001165,FT-C00423,1/9/2026,5:32:00 PM,Deposit,272464,Web,Web Browser,Lagos,No,Successful,No
FT-T001166,FT-C00572,1/9/2026,5:43:00 PM,Deposit,14226,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T001167,FT-C00862,1/9/2026,5:53:00 PM,Transfer,4149,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T001168,FT-C01264,1/9/2026,6:04:00 PM,Deposit,86987,Web,POS Terminal,Lagos,No,Successful,No
FT-T001169,FT-C00435,1/9/2026,6:15:00 PM,Transfer,66043,Mobile App,Android,Port Harcourt,No,Successful,Yes
FT-T001170,FT-C00212,1/9/2026,6:26:00 PM,Bill Payment,91778,Mobile App,iOS,Kano,No,Successful,No
FT-T001171,FT-C01424,1/9/2026,6:37:00 PM,Transfer,57418,ATM,POS Terminal,Kano,No,Successful,No
FT-T001172,FT-C00526,1/9/2026,6:47:00 PM,Transfer,2561,POS,Android,Kano,No,Successful,Yes
FT-T001173,FT-C00468,1/9/2026,6:58:00 PM,Deposit,1481,ATM,POS Terminal,Kaduna,No,Successful,No
FT-T001174,FT-C01194,1/9/2026,7:09:00 PM,Card Purchase,1559,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T001175,FT-C00792,1/9/2026,7:20:00 PM,Airtime/Data,409,POS,iOS,Abuja,No,Successful,No
FT-T001176,FT-C00875,1/9/2026,7:31:00 PM,Transfer,940,Web,iOS,Port Harcourt,No,Successful,No
FT-T001177,FT-C00210,1/9/2026,7:41:00 PM,Card Purchase,5149,Web,Android,Kaduna,No,Pending,No
FT-T001178,FT-C00256,1/9/2026,7:52:00 PM,Bill Payment,2301,Mobile App,iOS,Unspecified,No,Successful,No
FT-T001179,FT-C00073,1/9/2026,8:03:00 PM,Transfer,270341,POS,Android,Lagos,No,Successful,No
FT-T001180,FT-C00147,1/9/2026,8:14:00 PM,Transfer,7802,ATM,Android,Enugu,No,Successful,No
FT-T001181,FT-C01364,1/9/2026,8:25:00 PM,Transfer,194405,Web,ATM Terminal,Ibadan,No,Pending,Yes
FT-T001182,FT-C00317,1/9/2026,8:35:00 PM,Airtime/Data,673,POS,iOS,Kano,No,Successful,No
FT-T001183,FT-C00606,1/9/2026,8:46:00 PM,Bill Payment,40950,POS,Web Browser,Kano,No,Successful,No
FT-T001184,FT-C00575,1/9/2026,8:57:00 PM,Card Purchase,5493,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T001185,FT-C01178,1/9/2026,9:08:00 PM,Transfer,623,Web,Android,Kano,No,Successful,Yes
FT-T001186,FT-C01279,1/9/2026,9:19:00 PM,Transfer,13726,Mobile App,Android,Port Harcourt,No,Pending,Yes
FT-T001187,FT-C01375,1/9/2026,9:29:00 PM,Card Purchase,1280,Mobile App,iOS,Kano,No,Successful,No
FT-T001188,FT-C00547,1/9/2026,9:40:00 PM,Airtime/Data,676,POS,POS Terminal,Port Harcourt,No,Successful,No
FT-T001189,FT-C00835,1/9/2026,9:51:00 PM,Bill Payment,18780,USSD,ATM Terminal,Ibadan,No,Successful,No
FT-T001190,FT-C00312,1/9/2026,10:02:00 PM,Card Purchase,8875,Mobile App,iOS,Ibadan,No,Successful,No
FT-T001191,FT-C00808,1/9/2026,10:13:00 PM,Card Purchase,88272,Mobile App,Web Browser,Port Harcourt,No,Successful,No
FT-T001192,FT-C00765,1/9/2026,10:23:00 PM,Airtime/Data,33583,Mobile App,iOS,Enugu,No,Successful,Yes
FT-T001193,FT-C00134,1/9/2026,10:34:00 PM,Card Purchase,24929,Mobile App,iOS,Kano,No,Successful,No
FT-T001194,FT-C00948,1/9/2026,10:45:00 PM,Airtime/Data,21412,ATM,POS Terminal,Benin City,No,Successful,No
FT-T001195,FT-C01153,1/9/2026,10:56:00 PM,Transfer,1885,Web,ATM Terminal,Benin City,No,Successful,Yes
FT-T001196,FT-C00436,1/9/2026,11:07:00 PM,Bill Payment,761,Mobile App,Web Browser,Port Harcourt,No,Failed,No
FT-T001197,FT-C01304,1/9/2026,11:17:00 PM,Cash Withdrawal,6287,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T001198,FT-C00358,1/9/2026,11:28:00 PM,Bill Payment,2808,POS,iOS,Kano,Yes,Successful,No
FT-T001199,FT-C00930,1/9/2026,11:39:00 PM,Cash Withdrawal,39342,Mobile App,Unspecified,Kaduna,No,Successful,No
FT-T001200,FT-C00883,1/9/2026,11:50:00 PM,Transfer,151914,Mobile App,iOS,Kano,No,Successful,No
FT-T001201,FT-C00252,1/10/2026,12:01:00 AM,Transfer,3767,Web,Android,Kaduna,No,Successful,No
FT-T001202,FT-C00135,1/10/2026,12:11:00 AM,Airtime/Data,1401,Mobile App,Android,Enugu,No,Successful,No
FT-T001203,FT-C00523,1/10/2026,12:22:00 AM,Transfer,1021,ATM,Android,Kaduna,No,Successful,No
FT-T001204,FT-C00804,1/10/2026,12:33:00 AM,Airtime/Data,1300,Mobile App,Android,Kaduna,Yes,Successful,No
FT-T001205,FT-C00660,1/10/2026,12:44:00 AM,Bill Payment,1557,USSD,Android,Abuja,No,Successful,Yes
FT-T001206,FT-C00319,1/10/2026,12:55:00 AM,Card Purchase,3465,Mobile App,Android,Port Harcourt,No,Successful,Yes
